,note,octave,dynamics,string,reference,klass,semitone,pitch_reference,microphone,filename,pack_filename,pack_name,pack_description,class,class_num,scale
150,D,4.0,<,3.0,0,bad-dynamics-crescendo,50.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0007.wav,0007.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
151,D,4.0,<,3.0,0,bad-dynamics-crescendo,50.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0007.wav,0007.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
152,D#,4.0,<,3.0,0,bad-dynamics-crescendo,51.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0008.wav,0008.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
153,D#,4.0,<,3.0,0,bad-dynamics-crescendo,51.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0008.wav,0008.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
154,E,4.0,<,3.0,0,bad-dynamics-crescendo,52.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0009.wav,0009.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
155,E,4.0,<,3.0,0,bad-dynamics-crescendo,52.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0009.wav,0009.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
156,F,4.0,<,3.0,0,bad-dynamics-crescendo,53.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0010.wav,0010.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
157,F,4.0,<,3.0,0,bad-dynamics-crescendo,53.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0010.wav,0010.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
158,F#,4.0,<,3.0,0,bad-dynamics-crescendo,54.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0011.wav,0011.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
159,F#,4.0,<,3.0,0,bad-dynamics-crescendo,54.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0011.wav,0011.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
160,G,4.0,<,3.0,0,bad-dynamics-crescendo,55.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0012.wav,0012.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
161,G,4.0,<,3.0,0,bad-dynamics-crescendo,55.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0012.wav,0012.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
162,G#,4.0,<,3.0,0,bad-dynamics-crescendo,56.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0013.wav,0013.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
163,G#,4.0,<,3.0,0,bad-dynamics-crescendo,56.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0013.wav,0013.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
164,A,4.0,<,2.0,0,bad-dynamics-crescendo,57.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0014.wav,0014.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
165,A,4.0,<,2.0,0,bad-dynamics-crescendo,57.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0014.wav,0014.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
166,A#,4.0,<,2.0,0,bad-dynamics-crescendo,58.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0015.wav,0015.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
167,A#,4.0,<,2.0,0,bad-dynamics-crescendo,58.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0015.wav,0015.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
168,B,4.0,<,2.0,0,bad-dynamics-crescendo,59.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0016.wav,0016.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
169,B,4.0,<,2.0,0,bad-dynamics-crescendo,59.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0016.wav,0016.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
170,C,5.0,<,2.0,0,bad-dynamics-crescendo,60.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0017.wav,0017.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
171,C,5.0,<,2.0,0,bad-dynamics-crescendo,60.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0017.wav,0017.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
172,C#,5.0,<,2.0,0,bad-dynamics-crescendo,61.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0018.wav,0018.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
173,C#,5.0,<,2.0,0,bad-dynamics-crescendo,61.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0018.wav,0018.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
174,D,5.0,<,2.0,0,bad-dynamics-crescendo,62.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0019.wav,0019.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
175,D,5.0,<,2.0,0,bad-dynamics-crescendo,62.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0019.wav,0019.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
176,D#,5.0,<,2.0,0,bad-dynamics-crescendo,63.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0020.wav,0020.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
177,D#,5.0,<,2.0,0,bad-dynamics-crescendo,63.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0020.wav,0020.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
178,E,5.0,<,1.0,0,bad-dynamics-crescendo,64.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0021.wav,0021.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
179,E,5.0,<,1.0,0,bad-dynamics-crescendo,64.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0021.wav,0021.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
180,F,5.0,<,1.0,0,bad-dynamics-crescendo,65.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0022.wav,0022.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
181,F,5.0,<,1.0,0,bad-dynamics-crescendo,65.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0022.wav,0022.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
182,F#,5.0,<,1.0,0,bad-dynamics-crescendo,66.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0023.wav,0023.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
183,F#,5.0,<,1.0,0,bad-dynamics-crescendo,66.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0023.wav,0023.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
184,G,5.0,<,1.0,0,bad-dynamics-crescendo,67.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0024.wav,0024.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
185,G,5.0,<,1.0,0,bad-dynamics-crescendo,67.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0024.wav,0024.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
186,G#,5.0,<,1.0,0,bad-dynamics-crescendo,68.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0025.wav,0025.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
187,G#,5.0,<,1.0,0,bad-dynamics-crescendo,68.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0025.wav,0025.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
188,A,5.0,<,1.0,0,bad-dynamics-crescendo,69.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0026.wav,0026.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
189,A,5.0,<,1.0,0,bad-dynamics-crescendo,69.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0026.wav,0026.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
190,A#,5.0,<,1.0,0,bad-dynamics-crescendo,70.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0027.wav,0027.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
191,A#,5.0,<,1.0,0,bad-dynamics-crescendo,70.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0027.wav,0027.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
192,B,5.0,<,1.0,0,bad-dynamics-crescendo,71.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0028.wav,0028.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
193,B,5.0,<,1.0,0,bad-dynamics-crescendo,71.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0028.wav,0028.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
194,C,6.0,<,1.0,0,bad-dynamics-crescendo,72.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0029.wav,0029.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
195,C,6.0,<,1.0,0,bad-dynamics-crescendo,72.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0029.wav,0029.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
196,C#,6.0,<,1.0,0,bad-dynamics-crescendo,73.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0030.wav,0030.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
197,C#,6.0,<,1.0,0,bad-dynamics-crescendo,73.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0030.wav,0030.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
198,D,6.0,<,1.0,0,bad-dynamics-crescendo,74.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0031.wav,0031.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
199,D,6.0,<,1.0,0,bad-dynamics-crescendo,74.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0031.wav,0031.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
200,D#,6.0,<,1.0,0,bad-dynamics-crescendo,75.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0032.wav,0032.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
201,D#,6.0,<,1.0,0,bad-dynamics-crescendo,75.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0032.wav,0032.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
202,E,6.0,<,1.0,0,bad-dynamics-crescendo,76.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0033.wav,0033.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
203,E,6.0,<,1.0,0,bad-dynamics-crescendo,76.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0033.wav,0033.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
204,F,6.0,<,1.0,0,bad-dynamics-crescendo,77.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0034.wav,0034.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
205,F,6.0,<,1.0,0,bad-dynamics-crescendo,77.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0034.wav,0034.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
206,F#,6.0,<,1.0,0,bad-dynamics-crescendo,78.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0035.wav,0035.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
207,F#,6.0,<,1.0,0,bad-dynamics-crescendo,78.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0035.wav,0035.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
208,G,6.0,<,1.0,0,bad-dynamics-crescendo,79.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0036.wav,0036.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
209,G,6.0,<,1.0,0,bad-dynamics-crescendo,79.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0036.wav,0036.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
210,G,3.0,>,4.0,0,bad-dynamics-decrescendo,43.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0037.wav,0037.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
211,G,3.0,>,4.0,0,bad-dynamics-decrescendo,43.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0037.wav,0037.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
212,G#,3.0,>,4.0,0,bad-dynamics-decrescendo,44.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0038.wav,0038.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
213,G#,3.0,>,4.0,0,bad-dynamics-decrescendo,44.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0038.wav,0038.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
214,A,3.0,>,4.0,0,bad-dynamics-decrescendo,45.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0039.wav,0039.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
215,A,3.0,>,4.0,0,bad-dynamics-decrescendo,45.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0039.wav,0039.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
216,A#,3.0,>,4.0,0,bad-dynamics-decrescendo,46.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0040.wav,0040.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
217,A#,3.0,>,4.0,0,bad-dynamics-decrescendo,46.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0040.wav,0040.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
218,B,3.0,>,4.0,0,bad-dynamics-decrescendo,47.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0041.wav,0041.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
219,B,3.0,>,4.0,0,bad-dynamics-decrescendo,47.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0041.wav,0041.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
220,C,4.0,>,4.0,0,bad-dynamics-decrescendo,48.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0042.wav,0042.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
221,C,4.0,>,4.0,0,bad-dynamics-decrescendo,48.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0042.wav,0042.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
222,C#,4.0,>,4.0,0,bad-dynamics-decrescendo,49.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0043.wav,0043.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
223,C#,4.0,>,4.0,0,bad-dynamics-decrescendo,49.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0043.wav,0043.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
224,D,4.0,>,3.0,0,bad-dynamics-decrescendo,50.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0044.wav,0044.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
225,D,4.0,>,3.0,0,bad-dynamics-decrescendo,50.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0044.wav,0044.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
226,D#,4.0,>,3.0,0,bad-dynamics-decrescendo,51.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0045.wav,0045.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
227,D#,4.0,>,3.0,0,bad-dynamics-decrescendo,51.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0045.wav,0045.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
228,E,4.0,>,3.0,0,bad-dynamics-decrescendo,52.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0046.wav,0046.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
229,E,4.0,>,3.0,0,bad-dynamics-decrescendo,52.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0046.wav,0046.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
230,F,4.0,>,3.0,0,bad-dynamics-decrescendo,53.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0047.wav,0047.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
231,F,4.0,>,3.0,0,bad-dynamics-decrescendo,53.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0047.wav,0047.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
232,F#,4.0,>,3.0,0,bad-dynamics-decrescendo,54.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0048.wav,0048.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
233,F#,4.0,>,3.0,0,bad-dynamics-decrescendo,54.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0048.wav,0048.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
234,G,4.0,>,3.0,0,bad-dynamics-decrescendo,55.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0049.wav,0049.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
235,G,4.0,>,3.0,0,bad-dynamics-decrescendo,55.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0049.wav,0049.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
236,G#,4.0,>,3.0,0,bad-dynamics-decrescendo,56.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0050.wav,0050.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
237,G#,4.0,>,3.0,0,bad-dynamics-decrescendo,56.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0050.wav,0050.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
238,A,4.0,>,2.0,0,bad-dynamics-decrescendo,57.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0051.wav,0051.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
239,A,4.0,>,2.0,0,bad-dynamics-decrescendo,57.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0051.wav,0051.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
240,A#,4.0,>,2.0,0,bad-dynamics-decrescendo,58.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0052.wav,0052.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
